"2_b_lwr50","2_b_upr50","2_b_lwr90","2_b_upr90","5_b_lwr50","5_b_upr50","5_b_lwr90","5_b_upr90","10_b_lwr50","10_b_upr50","10_b_lwr90","10_b_upr90","20_b_lwr50","20_b_upr50","20_b_lwr90","20_b_upr90","30_b_lwr50","30_b_upr50","30_b_lwr90","30_b_upr90","40_b_lwr50","40_b_upr50","40_b_lwr90","40_b_upr90","50_b_lwr50","50_b_upr50","50_b_lwr90","50_b_upr90"
2.95621916241694,8.52756307306493,2.95621916241694,8.52756307306493,3.81165804707246,7.33014774427437,3.28372074047516,8.52756307306493,3.86058748846933,7.49143929241171,3.28372074047516,8.2377539697103,3.86058748846933,7.37286109116365,3.18912037729555,8.50636389062374,3.86058748846933,7.21719228166955,3.28372074047516,8.2377539697103,3.82779800467364,7.21719228166955,3.28372074047516,8.2377539697103,3.82779800467364,7.28506322750229,3.28372074047516,8.2377539697103
2.80391401079688,8.60446928040176,2.80391401079688,8.60446928040176,3.65753074513225,7.35119405776385,3.12447902484834,8.60436609078158,3.71312858907345,7.54078142563168,3.12447902484834,8.32619245111778,3.71312858907345,7.38269229722653,3.04215637052158,8.60446928040176,3.71312858907345,7.2502653033099,3.12447902484834,8.32619245111778,3.68301952920001,7.2502653033099,3.12447902484834,8.32619245111778,3.68301952920001,7.31799672971954,3.12447902484834,8.32619245111778
2.65852481788648,8.70892711928366,2.65852481788648,8.70892711928366,3.5095894151454,7.37369275857168,2.97269263862958,8.68215947932941,3.57006455026922,7.59366853110077,2.97269263862958,8.41688053680059,3.57006455026922,7.39384653721072,2.90200825723949,8.70892711928366,3.57006455026922,7.28535684997007,2.97269263862958,8.41688053680059,3.54375561640671,7.28535684997007,2.97269263862958,8.41688053680059,3.54375561640671,7.35275043643878,2.97269263862958,8.41688053680059
2.52136741085926,8.8066755663936,2.52136741085926,8.8066755663936,3.3568491174554,7.39522531077683,2.82805250116374,8.80087935282319,3.43094412641059,7.64273618600305,2.82805250116374,8.5068603392067,3.43094412641059,7.40454626088843,2.76835066249993,8.8066755663936,3.43094412641059,7.31782494131068,2.82805250116374,8.5068603392067,3.40977949635862,7.31782494131068,2.82805250116374,8.5068603392067,3.40977949635862,7.38645305727267,2.82805250116374,8.5068603392067
2.39119966558743,8.91073417158782,2.39119966558743,8.97073228630734,3.23209374954461,7.41907483107343,2.6903240157076,8.97073228630734,3.29763199701336,7.69491704003389,2.6903240157076,8.59979617788906,3.29763199701336,7.4168983435249,2.64102131923423,8.91073417158782,3.29763199701336,7.3522732022185,2.6903240157076,8.59979617788906,3.2776561750627,7.3522732022185,2.6903240157076,8.59979617788906,3.2776561750627,7.42156354511946,2.6903240157076,8.59979617788906
2.26892789319814,9.02365032009822,2.26892789319814,9.15409159016531,3.10282090998896,7.46095049695031,2.55991515069786,9.15409159016531,3.17227535203455,7.75067204405706,2.55991515069786,8.69839702712096,3.17227535203455,7.4351923721872,2.52004443038305,9.02365032009822,3.17227535203455,7.38913907983733,2.55991515069786,8.69839702712096,3.1436729856751,7.38913907983733,2.55991515069786,8.69839702712096,3.1436729856751,7.45987259255219,2.55991515069786,8.69839702712096
2.15658294010717,9.1637559110278,2.15658294010717,9.37205875345819,2.98259498576391,7.5457102829788,2.43853650116034,9.37205875345819,3.06027811951441,7.81729732557165,2.43853650116034,8.81132254699066,3.06027811951441,7.4700626344972,2.40557056110612,9.1637559110278,3.06027811951441,7.44143949746013,2.43853650116034,8.81132254699066,3.01875876404796,7.44143949746013,2.43853650116034,8.81132254699066,3.01875876404796,7.50861503801997,2.43853650116034,8.81132254699066
2.05644805604362,9.3516936202335,2.05644805604362,9.65375356857055,2.87417326104964,7.6977603171639,2.32827103803547,9.65375356857055,2.96769030877408,7.9050825486342,2.32827103803547,8.9503218897064,2.96769030877408,7.54221952613711,2.29894362038277,9.3516936202335,2.96769030877408,7.54221952613711,2.32827103803547,8.9503218897064,2.90551175645186,7.54221952613711,2.32827103803547,8.9503218897064,2.90551175645186,7.57685321581476,2.32827103803547,8.9503218897064
1.95861951625327,9.6238121872662,1.95861951625327,10.0184181852658,2.77919900780563,7.9316496807532,2.23097382367845,10.0184181852658,2.88872164714957,8.02339658134724,2.23097382367845,9.1335193697181,2.88872164714957,7.69873829441121,2.20089031788473,9.60275041854681,2.88872164714957,7.69873829441121,2.23097382367845,9.1335193697181,2.80558109626878,7.69873829441121,2.23097382367845,9.1335193697181,2.80558109626878,7.69873829441121,2.23097382367845,9.1335193697181
1.86996659152726,10.0300769225553,1.86996659152726,10.4751508179489,2.69841373245191,8.24372683450798,2.14708408175736,10.4751508179489,2.82623936029733,8.24372683450798,2.14708408175736,9.40183027707963,2.82623936029733,7.90761567024401,2.11246862153053,9.92127601626232,2.82623936029733,7.90761567024401,2.14708408175736,9.40183027707963,2.71950811971658,7.90761567024401,2.14708408175736,9.40183027707963,2.71950811971658,7.90761567024401,2.14708408175736,9.40183027707963
1.78911575014183,10.5117707252052,1.78911575014183,11.0185229569599,2.6305663903073,8.6131684443717,2.07663422617236,11.0185229569599,2.78125728250092,8.6131684443717,2.07663422617236,9.73027279676006,2.78125728250092,8.1649387157932,2.03281437583303,10.3044986124256,2.78125728250092,8.1649387157932,2.06633803279311,9.73027279676006,2.64676217661895,8.1649387157932,2.06633803279311,9.73027279676006,2.64676217661895,8.1649387157932,2.06633803279311,9.73027279676006
1.71602894777902,11.0534342416738,1.71602894777902,11.6353390488524,2.57442368633116,9.01818413563813,2.01813935597682,11.6353390488524,2.75400629401378,9.01818413563813,2.01813935597682,10.1168440279653,2.75400629401378,8.46124830041675,1.95966340316176,10.7447963826375,2.75400629401378,8.46124830041675,1.98694697334457,10.1168440279653,2.58664970148254,8.46124830041675,1.98694697334457,10.1168440279653,2.58664970148254,8.46124830041675,1.98694697334457,10.1168440279653
1.64961025117572,11.6360150522662,1.64961025117572,12.3086341630476,2.52740792487322,9.43494308442018,1.97013767491137,12.3086341630476,2.73334519286731,9.43494308442018,1.97013767491137,10.6683580696136,2.73334519286731,8.78382109089307,1.89243029010641,11.2258731485921,2.73334519286731,8.78382109089307,1.91525254237939,10.6683580696136,2.53773407166705,8.78382109089307,1.91525254237939,10.6683580696136,2.53773407166705,8.78382109089307,1.91525254237939,10.6683580696136
1.58854432815465,12.246854380414,1.58854432815465,13.0213854274221,2.48744166897518,9.84628143998345,1.93125784072837,13.0213854274221,2.67294785136971,9.84628143998345,1.92432588075019,11.2611518485591,2.67294785136971,9.12190354011517,1.83015047456888,11.7359703590634,2.67294785136971,9.12190354011517,1.85031721303022,11.2611518485591,2.4988624997344,9.12190354011517,1.85031721303022,11.2611518485591,2.4988624997344,9.12190354011517,1.85031721303022,11.2611518485591
1.53165588873932,12.8803565961846,1.53165588873932,13.7596113175294,2.45319991953011,10.2423997033809,1.89941028863359,13.7596113175294,2.61563023089826,10.2423997033809,1.86736884089064,11.8861023457699,2.61563023089826,9.46667068524335,1.77185497599317,12.2640907969327,2.61563023089826,9.46667068524335,1.79097636211595,11.9672766595797,2.46958231275403,9.46667068524335,1.79097636211595,11.9672766595797,2.46958231275403,9.46667068524335,1.79097636211595,11.8861023457699
1.47802047201151,13.5335909916329,1.47802047201151,14.5138007174569,2.42357012000662,10.6185870651859,1.87356197646102,14.5138007174569,2.56019090078121,10.6185870651859,1.81374846161126,12.5395719523086,2.56019090078121,9.81170979401997,1.71672045741821,12.8027517402291,2.56019090078121,9.81170979401997,1.73631450896227,12.7379677432965,2.44895214285594,9.81170979401997,1.73631450896227,12.7379677432965,2.44895214285594,9.81170979401997,1.73631450896227,12.5395719523086
1.42686043626451,14.2067385011895,1.42686043626451,15.2796612945263,2.39769850392486,10.9745654327529,1.85258575186069,15.2796612945263,2.50569743031076,10.9745654327529,1.76132858321421,13.2161261453011,2.50569743031076,10.1543725676273,1.66116683791364,13.3486286489003,2.50569743031076,10.1543725676273,1.68544940585576,13.5634699963649,2.43575784965265,10.1543725676273,1.68544940585576,13.5634699963649,2.43575784965265,10.1543725676273,1.68544940585576,13.2161261453011
1.3773500170972,14.9037626251782,1.3773500170972,16.0530046699594,2.37497513790589,11.3095188474244,1.83585876975437,16.0530046699594,2.45194388882829,11.3095188474244,1.70979697322886,13.9176310731059,2.45194388882829,10.5400804455812,1.61308826133223,13.9176310731059,2.45194388882829,10.5400804455812,1.63815553952191,14.4530702990645,2.42940838118347,10.5400804455812,1.63815553952191,14.4530702990645,2.42940838118347,10.5679961898504,1.63815553952191,13.9176310731059
1.33091665549207,15.6372135217181,1.33091665549207,16.8465896702484,2.35594266392405,11.6314924690784,1.82297341263376,16.8465896702484,2.39967582144612,11.6314924690784,1.6657852930488,14.651345944959,2.39967582144612,10.9328498071384,1.56456536868734,14.651345944959,2.39967582144612,10.9328498071384,1.59446133502683,15.4033564013485,2.39967582144612,10.9328498071384,1.59446133502683,15.4033564013485,2.39967582144612,11.0009055690396,1.59446133502683,14.651345944959
1.28916945391873,16.4808127167641,1.28916945391873,17.7408778412612,2.30491763168874,11.9762700632994,1.77107456760178,17.7408778412612,2.35455596263443,12.1876571957897,1.62262450053583,15.4748904254016,2.35455596263443,11.3412444456319,1.51795607172204,15.4748904254016,2.35455596263443,11.3412444456319,1.55589159863422,16.455745788648,2.35455596263443,11.3412444456319,1.55589159863422,16.455745788648,2.35455596263443,11.4822578541008,1.55589159863422,15.4748904254016
1.25815438307773,17.5931640051361,1.25815438307773,18.9358690966851,2.25394372525256,12.4308760694572,1.72374416721246,18.9358690966851,2.3298135232896,12.9257247293662,1.58781873897684,16.5321481125579,2.3298135232896,11.8604337837738,1.47422166778807,16.5321481125579,2.3298135232896,11.8604337837738,1.52709343252576,17.6956484915733,2.3298135232896,11.8083631343307,1.52709343252576,17.6956484915733,2.3298135232896,12.1205831897835,1.52709343252576,16.5321481125579
1.24464271076261,19.1531429508162,1.24464271076261,20.6920286612588,2.22108760966671,13.3765049162756,1.69170640839801,20.6920286612588,2.34169971499102,13.8083745401045,1.56779555476235,18.006652437026,2.34169971499102,12.5873373100059,1.434517276929,18.006652437026,2.34169971499102,12.5873373100059,1.5140937813266,19.2397680252285,2.34169971499102,12.3976213465713,1.5140937813266,19.2397680252285,2.34169971499102,13.0377375632734,1.5140937813266,18.006652437026
1.25349405848058,21.2732586707777,1.25349405848058,23.1973812928511,2.21328067919751,14.7757593647761,1.6832205841676,23.1973812928511,2.4004679360412,14.8646616839675,1.56901515036146,20.0162512778105,2.4004679360412,13.6002592057006,1.39983291377297,20.0162512778105,2.4004679360412,13.6002592057006,1.52250179323744,21.1727757018131,2.4004679360412,13.2617678887381,1.52250179323744,21.1727757018131,2.4004679360412,14.3210557212985,1.52250179323744,20.0162512778105
1.28685939106749,23.9924617063269,1.28685939106749,26.5646059751254,2.23441746190616,16.6487070671489,1.70327322281917,26.5646059751254,2.50798874146307,16.1101024656297,1.5996926930973,22.666032211364,2.50798874146307,14.9469240961611,1.37068800733863,22.666032211364,2.50798874146307,14.9469240961611,1.55307073345398,23.5877613442463,2.47458970517169,14.3138779393892,1.55307073345398,23.5877613442463,2.47458970517169,15.997912457746,1.55307073345398,22.666032211364
1.34331460875069,28.1780455803297,1.34331460875069,30.8018386090295,2.28721762996156,18.9349664046024,1.71603613321593,30.8018386090295,2.65850902646917,18.0500152154172,1.65454604137503,25.8905284236892,2.65850902646917,16.6447804096662,1.34718755941043,25.8905284236892,2.65850902646917,16.6447804096662,1.60606958680274,26.5077695784437,2.53353064025049,15.7033184294107,1.60606958680274,26.5077695784437,2.53353064025049,18.0500152154172,1.60606958680274,25.8905284236892
1.3288727633876,33.3569936160164,1.3288727633876,35.858343219226,2.36991914252746,21.5706437178215,1.69632579637721,35.858343219226,2.84243114909731,20.4303126006115,1.73127319971482,29.7248500634228,2.84243114909731,18.6817685725804,1.3288727633876,29.7248500634228,2.84243114909731,18.6817685725804,1.67984141308011,29.9581330572818,2.61260720992272,17.5636810884089,1.67984141308011,29.9581330572818,2.61260720992272,20.4303126006115,1.67984141308011,29.7248500634228
1.31549678158541,39.5008954438832,1.31549678158541,41.6774388115881,2.47840909271889,24.5063218640263,1.67988495990028,41.6774388115881,3.04760145447557,23.0555998838494,1.82765425015458,34.0870178057664,3.04760145447557,21.0463496532292,1.31549678158541,34.0870178057664,3.04760145447557,21.0463496532292,1.77133529447605,34.0870178057664,2.71182839567314,20.126402824156,1.77133529447605,34.0870178057664,2.71182839567314,23.0555998838494,1.77133529447605,34.0870178057664
1.30611809009042,46.6635810940388,1.30611809009042,48.1459960685671,2.60918951046199,27.6996506866633,1.66550189429228,48.1459960685671,3.26447928469946,25.8710663092447,1.93303294232299,38.9289347715362,3.26447928469946,23.7152953507424,1.30611809009042,38.9289347715362,3.26447928469946,23.7152953507424,1.87726029922328,38.9289347715362,2.83214482414246,23.0721264202259,1.87726029922328,38.9289347715362,2.83214482414246,25.8710663092447,1.87726029922328,38.9289347715362
1.30048380984841,54.9255861538756,1.30048380984841,55.2766718650466,2.75814394299801,31.1429816553422,1.65219228191814,55.2766718650466,3.48546082882263,28.8187881183729,1.95815191561263,45.8599093429615,3.48546082882263,26.662092354545,1.30048380984841,44.2336479135542,3.48546082882263,26.662092354545,1.95815191561263,44.2336479135542,2.97516755337023,26.419897447058,1.95815191561263,44.2336479135542,2.97516755337023,28.8187881183729,1.95815191561263,44.2336479135542
1.29822220684742,64.399646272944,1.29822220684742,64.399646272944,2.9219441481261,34.8547890601497,1.63920296058382,64.066368052366,3.70614933918779,31.8683937095839,1.99048027434014,54.4951240644346,3.70614933918779,30.1158685261986,1.29822220684742,50.0081779565653,3.70614933918779,30.1158685261986,1.99048027434014,50.0081779565653,3.14276279840192,30.1158685261986,1.99048027434014,50.0081779565653,3.14276279840192,31.8683937095839,1.99048027434014,50.0081779565653
1.29921188079976,75.2223183979605,1.29921188079976,75.2223183979605,3.09807116871429,38.8648358981202,1.62601780281529,74.7338957160699,3.91398508242191,34.9898686230951,2.03347166870833,64.479772999728,3.91398508242191,34.1845380141867,1.29921188079976,56.6109043259489,3.91398508242191,34.1845380141867,2.03347166870833,56.6109043259489,3.3367384161927,34.1845380141867,2.03347166870833,56.6109043259489,3.3367384161927,34.9898686230951,2.03347166870833,56.6109043259489
1.30369704498304,87.5512830314081,1.30369704498304,87.5512830314081,3.2845117185392,43.2096001482101,1.61241785565079,86.9165655496875,4.10326264703366,38.1912467744924,2.08260148120263,76.0079583257306,4.10326264703366,38.6484122543448,1.30369704498304,65.5859237694343,4.10326264703366,38.6484122543448,2.08260148120263,65.5859237694343,3.55858872984646,38.6484122543448,2.08260148120263,65.5859237694343,3.55858872984646,38.6484122543448,2.08260148120263,65.5859237694343
1.31072544251219,101.56302526243,1.31072544251219,101.56302526243,3.48056210186143,47.9252443965538,1.59831365058517,100.784735576846,4.3055610047137,42.1367095640227,2.13933155588035,89.294813952393,4.3055610047137,43.613820663485,1.31072544251219,75.7612276016622,4.3055610047137,43.613820663485,2.13933155588035,75.7612276016622,3.80945765790972,43.613820663485,2.13933155588035,75.7612276016622,3.80945765790972,43.613820663485,2.13933155588035,75.7612276016622
1.32032016437455,117.449323722726,1.32032016437455,117.449323722726,3.68581124047608,53.045991794407,1.58371074732167,116.50501898499,4.52113012064922,47.1081239270572,2.20060610765478,104.573919485593,4.52113012064922,48.8227806028654,1.32032016437455,87.2800647263089,4.52113012064922,48.8227806028654,2.20060610765478,87.2800647263089,4.09025351156242,48.8227806028654,2.20060610765478,87.2800647263089,4.09025351156242,48.8227806028654,2.20060610765478,87.2800647263089
1.3324202762771,135.401678594343,1.3324202762771,135.401678594343,3.9001959849657,58.6232730358136,1.56863972777797,134.230293202532,4.75033135036614,52.4014003301721,2.27019947430114,122.09143348913,4.75033135036614,54.7741630980732,1.3324202762771,100.297186666238,4.75033135036614,54.7741630980732,2.27019947430114,100.297186666238,4.40183682806145,54.7741630980732,2.27019947430114,101.724436607732,4.40183682806145,54.7741630980732,2.27019947430114,100.297186666238
1.346883276234,155.621359757299,1.346883276234,155.621359757299,4.12088120820999,64.6520715951311,1.55315199577149,154.098996056572,4.99358448369565,58.0544560371286,2.34634999423412,142.098882903984,4.99358448369565,61.1858155331783,1.346883276234,114.980554228239,4.99358448369565,61.1858155331783,2.34634999423412,114.980554228239,4.71617471025473,61.1858155331783,2.34634999423412,118.844894356357,4.71617471025473,61.1858155331783,2.34634999423412,114.980554228239
1.36353773447713,178.295080913284,1.36353773447713,178.295080913284,4.29034672503576,73.4342171948523,1.53730706892754,176.225488048583,5.21991999352917,64.0687047815843,2.42808878644393,164.835118213699,5.21991999352917,68.2050770106771,1.36353773447713,131.501782499156,5.21991999352917,68.2050770106771,2.42808878644393,131.501782499156,4.97653313571766,68.2050770106771,2.42808878644393,138.461629645801,4.97653313571766,68.2050770106771,2.42808878644393,131.501782499156
1.38220689465357,203.608827093325,1.38220689465357,203.608827093325,4.46219702226966,83.6033986414329,1.52116455923488,200.679943072832,5.44417121363091,71.5326555016427,2.42864625080665,190.550460414448,5.44417121363091,75.898086782547,1.38220689465357,150.031518513823,5.44417121363091,75.898086782547,2.42864625080665,150.031518513823,5.24855295221073,75.898086782547,2.51497078433806,160.828732873968,5.24855295221073,75.898086782547,2.42864625080665,150.031518513823
1.40272150064829,231.697466788882,1.40272150064829,231.697466788882,4.63712577579656,95.0301239273471,1.50478022578409,227.47901397622,5.59324212134232,79.9238227715466,2.4257698935287,219.446517881804,5.67228887564403,84.2961672826153,1.40272150064829,170.744079839806,5.67228887564403,84.2961672826153,2.4257698935287,170.744079839806,5.53322761503364,84.2961672826153,2.60679090584023,186.180381606908,5.53322761503364,84.2961672826153,2.4257698935287,170.744079839806
1.42492588527057,262.654479539237,1.42492588527057,262.654479539237,4.81477460103344,107.824264366387,1.48820470346289,256.567133868721,5.73109086819188,89.2063447896582,2.42276676134708,251.672873357725,5.90799280596485,93.4607930368739,1.42492588527057,193.800928177772,5.90799280596485,93.4607930368739,2.42276676134708,193.800928177772,5.83025469538257,93.4607930368739,2.70344180791006,214.743244120434,5.83025469538257,93.4607930368739,2.42276676134708,193.800928177772
1.44826499862399,296.507485097792,1.44826499862399,296.507485097792,4.99530219199601,122.096604756318,1.47148360795501,287.802047634905,5.87214577144124,99.7116034372015,2.41964201666536,287.305763727601,6.14875530810179,103.445763340273,1.44826499862399,219.337572359778,6.14875530810179,103.445763340273,2.41964201666536,219.337572359778,6.13991117857359,103.445763340273,2.80486545320895,246.673748104346,6.13991117857359,103.445763340273,2.41964201666536,219.337572359778
1.47333551430279,333.204784195941,1.45465825420007,333.204784195941,5.17878239347863,137.945487230921,1.45465825420007,326.321263044864,6.0164551037144,111.209785297091,2.41639908370387,326.321263044864,6.39822752196546,114.303180172174,1.47333551430279,247.466428559877,6.39822752196546,114.303180172174,2.41639908370387,247.466428559877,6.39822752196546,114.303180172174,2.91104062199883,282.061124098733,6.39822752196546,114.303180172174,2.41639908370387,247.466428559877
1.4999534940705,372.59884680991,1.43697427508283,372.59884680991,5.37289939924033,156.298382732363,1.43697427508283,368.564206695863,6.17017136390462,123.753252306337,2.41298230743325,368.564206695863,6.65281777860593,126.080060320252,1.4999534940705,278.260079549315,6.65281777860593,126.080060320252,2.41298230743325,278.260079549315,6.65281777860593,126.080060320252,3.02198762500411,320.905665621705,6.65281777860593,126.080060320252,2.41298230743325,278.260079549315
1.52766622179768,414.341707200012,1.42083131937147,414.341707200012,5.55511156223622,177.059446440652,1.42083131937147,413.716650819998,6.31533206823707,137.373312266601,2.40959401924045,413.716650819998,6.9171774238153,138.836833198372,1.52766622179768,311.703094197454,6.9171774238153,138.836833198372,2.40959401924045,311.703094197454,6.9171774238153,138.836833198372,3.13772272396397,363.045175714572,6.9171774238153,138.836833198372,2.40959401924045,311.703094197454
1.55548916772597,458.024325128211,1.40372898329491,461.233323303776,5.74776229288591,200.027864990557,1.40372898329491,461.233323303776,6.46924127773429,152.082969441242,2.40571478024572,461.233323303776,7.18988986189054,152.550347017494,1.55548916772597,347.682753181809,7.18988986189054,152.550347017494,2.40571478024572,347.682753181809,7.18988986189054,152.550347017494,3.25759665563823,408.153899782953,7.18988986189054,152.550347017494,2.40571478024572,347.682753181809
1.58151837879223,503.656024576321,1.38528594934093,510.028941659109,5.94258523949202,225.020626910658,1.38528594934093,510.028941659109,6.62209883721135,167.800245211106,2.39953058630363,510.028941659109,7.46996492299331,167.800245211106,1.58151837879223,385.568206113342,7.46996492299331,167.800245211106,2.39953058630363,385.568206113342,7.46996492299331,167.800245211106,3.37698843767783,455.330375802864,7.46996492299331,167.800245211106,2.39953058630363,385.568206113342
1.60071592929466,559.133101497045,1.36313268759971,559.133101497045,6.13699910571029,251.420890417084,1.36313268759971,558.256800242261,6.76578785402438,184.290871289295,2.38685349518801,558.256800242261,7.75214069253911,184.290871289295,1.60071592929466,424.097516002836,7.75214069253911,186.216802908271,2.38685349518801,424.097516002836,7.75214069253911,186.216802908271,3.48682279192655,502.877268501245,7.75214069253911,184.290871289295,2.38685349518801,424.097516002836
1.61040301316933,613.588978383801,1.33437697450717,613.588978383801,6.32676167956862,278.349197739983,1.33437697450717,603.717551459936,6.89255877050419,201.228941199246,2.3623313556078,603.717551459936,8.02904156455588,201.228941199246,1.61040301316933,461.891439023531,8.02904156455588,206.606890155809,2.3623313556078,461.891439023531,8.02904156455588,206.606890155809,3.57711666985875,548.721666879198,8.02904156455588,201.228941199246,2.3623313556078,461.891439023531
1.6086431352689,665.057073285822,1.29633535242488,665.057073285822,6.50680143974199,304.981828528262,1.29633535242488,644.492308860222,6.99458116544736,218.605065397913,2.32150681452583,644.492308860222,8.2946231485003,218.605065397913,1.6086431352689,497.965512543038,8.2946231485003,227.757867308012,2.32150681452583,497.965512543038,8.2946231485003,227.757867308012,3.64228008624184,591.017081667024,8.2946231485003,218.605065397913,2.32150681452583,497.965512543038
1.59464234188175,711.869780255162,1.24750362790627,711.869780255162,6.67350138346268,330.734391132431,1.24750362790627,679.255608672238,7.06904329480244,236.843793333477,2.2616406251417,679.255608672238,8.5460714503248,236.843793333477,1.59464234188175,531.781312503339,8.5460714503248,249.430553110571,2.2616406251417,531.781312503339,8.5460714503248,249.430553110571,3.68270373313726,628.473592026092,8.5460714503248,236.843793333477,2.2616406251417,531.781312503339
1.56930106768875,752.770671691773,1.18938644924538,752.770671691773,6.82507613993425,355.272579542694,1.18938644924538,709.274562589546,7.11847142889849,255.175602955866,2.18426974665266,707.295421228082,8.78425430737588,255.175602955866,1.56930106768875,563.058516949481,8.78425430737588,271.469562649617,2.18426974665266,563.058516949481,8.78425430737588,271.469562649617,3.70406504569008,660.370847584422,8.78425430737588,255.175602955866,2.18426974665266,563.058516949481
